Date,Sales,Residential category,County
Oct 2004,63,Condominium,Litchfield
Nov 2004,250,1-4 Unit Residential,Litchfield
Nov 2004,67,Condominium,Litchfield
Dec 2004,290,1-4 Unit Residential,Litchfield
Dec 2004,80,Condominium,Litchfield
Jan 2005,182,1-4 Unit Residential,Litchfield
Jan 2005,55,Condominium,Litchfield
Feb 2005,171,1-4 Unit Residential,Litchfield
Feb 2005,51,Condominium,Litchfield
Mar 2005,202,1-4 Unit Residential,Litchfield
Mar 2005,72,Condominium,Litchfield
Apr 2005,256,1-4 Unit Residential,Litchfield
Apr 2005,50,Condominium,Litchfield
May 2005,290,1-4 Unit Residential,Litchfield
May 2005,48,Condominium,Litchfield
Jun 2005,339,1-4 Unit Residential,Litchfield
Jun 2005,62,Condominium,Litchfield
Jul 2005,284,1-4 Unit Residential,Litchfield
Jul 2005,64,Condominium,Litchfield
Aug 2005,355,1-4 Unit Residential,Litchfield
Aug 2005,64,Condominium,Litchfield
Sep 2005,304,1-4 Unit Residential,Litchfield
Sep 2005,76,Condominium,Litchfield
Oct 2005,284,1-4 Unit Residential,Litchfield
Oct 2005,44,Condominium,Litchfield
Nov 2005,265,1-4 Unit Residential,Litchfield
Nov 2005,32,Condominium,Litchfield
Dec 2005,220,1-4 Unit Residential,Litchfield
Dec 2005,47,Condominium,Litchfield
Jan 2006,182,1-4 Unit Residential,Litchfield
Jan 2006,49,Condominium,Litchfield
Feb 2006,142,1-4 Unit Residential,Litchfield
Feb 2006,27,Condominium,Litchfield
Mar 2006,55,Condominium,Litchfield
Mar 2006,199,1-4 Unit Residential,Litchfield
Apr 2006,221,1-4 Unit Residential,Litchfield
Apr 2006,57,Condominium,Litchfield
May 2006,262,1-4 Unit Residential,Litchfield
May 2006,65,Condominium,Litchfield
Jun 2006,73,Condominium,Litchfield
Jun 2006,280,1-4 Unit Residential,Litchfield
Jul 2006,241,1-4 Unit Residential,Litchfield
Jul 2006,65,Condominium,Litchfield
Aug 2006,268,1-4 Unit Residential,Litchfield
Aug 2006,79,Condominium,Litchfield
Sep 2006,49,Condominium,Litchfield
Sep 2006,250,1-4 Unit Residential,Litchfield
Oct 2006,59,Condominium,Litchfield
Oct 2006,245,1-4 Unit Residential,Litchfield
Nov 2006,220,1-4 Unit Residential,Litchfield
Nov 2006,49,Condominium,Litchfield
Dec 2006,190,1-4 Unit Residential,Litchfield
Dec 2006,37,Condominium,Litchfield
Jan 2007,24,Condominium,Litchfield
Jan 2007,208,1-4 Unit Residential,Litchfield
Feb 2007,137,1-4 Unit Residential,Litchfield
Feb 2007,33,Condominium,Litchfield
Mar 2007,223,1-4 Unit Residential,Litchfield
Mar 2007,48,Condominium,Litchfield
Apr 2007,229,1-4 Unit Residential,Litchfield
Apr 2007,31,Condominium,Litchfield
May 2007,61,Condominium,Litchfield
May 2007,224,1-4 Unit Residential,Litchfield
Jun 2007,252,1-4 Unit Residential,Litchfield
Jun 2007,50,Condominium,Litchfield
Jul 2007,246,1-4 Unit Residential,Litchfield
Jul 2007,53,Condominium,Litchfield
Aug 2007,267,1-4 Unit Residential,Litchfield
Aug 2007,58,Condominium,Litchfield
Sep 2007,176,1-4 Unit Residential,Litchfield
Sep 2007,40,Condominium,Litchfield
Oct 2007,190,1-4 Unit Residential,Litchfield
Oct 2007,34,Condominium,Litchfield
Nov 2007,167,1-4 Unit Residential,Litchfield
Nov 2007,38,Condominium,Litchfield
Dec 2007,139,1-4 Unit Residential,Litchfield
Dec 2007,33,Condominium,Litchfield
Jan 2008,123,1-4 Unit Residential,Litchfield
Jan 2008,18,Condominium,Litchfield
Feb 2008,107,1-4 Unit Residential,Litchfield
Feb 2008,18,Condominium,Litchfield
Mar 2008,143,1-4 Unit Residential,Litchfield
Mar 2008,16,Condominium,Litchfield
Apr 2008,130,1-4 Unit Residential,Litchfield
Apr 2008,33,Condominium,Litchfield
May 2008,166,1-4 Unit Residential,Litchfield
May 2008,28,Condominium,Litchfield
Jun 2008,189,1-4 Unit Residential,Litchfield
Jun 2008,32,Condominium,Litchfield
Jul 2008,194,1-4 Unit Residential,Litchfield
Jul 2008,32,Condominium,Litchfield
Aug 2008,153,1-4 Unit Residential,Litchfield
Aug 2008,23,Condominium,Litchfield
Sep 2008,153,1-4 Unit Residential,Litchfield
Sep 2008,33,Condominium,Litchfield
Oct 2008,168,1-4 Unit Residential,Litchfield
Oct 2008,34,Condominium,Litchfield
Nov 2008,137,1-4 Unit Residential,Litchfield
Nov 2008,14,Condominium,Litchfield
Dec 2008,116,1-4 Unit Residential,Litchfield
Dec 2008,25,Condominium,Litchfield
Jan 2009,16,Condominium,Litchfield
Jan 2009,84,1-4 Unit Residential,Litchfield
Feb 2009,12,Condominium,Litchfield
Feb 2009,87,1-4 Unit Residential,Litchfield
Mar 2009,17,Condominium,Litchfield
Mar 2009,106,1-4 Unit Residential,Litchfield
Apr 2009,103,1-4 Unit Residential,Litchfield
Apr 2009,22,Condominium,Litchfield
May 2009,18,Condominium,Litchfield
May 2009,111,1-4 Unit Residential,Litchfield
Jun 2009,179,1-4 Unit Residential,Litchfield
Jun 2009,24,Condominium,Litchfield
Jul 2009,198,1-4 Unit Residential,Litchfield
Jul 2009,29,Condominium,Litchfield
Aug 2009,171,1-4 Unit Residential,Litchfield
Aug 2009,32,Condominium,Litchfield
Sep 2009,158,1-4 Unit Residential,Litchfield
Sep 2009,23,Condominium,Litchfield
Oct 2009,44,Condominium,Litchfield
Oct 2009,180,1-4 Unit Residential,Litchfield
Nov 2009,176,1-4 Unit Residential,Litchfield
Nov 2009,51,Condominium,Litchfield
Dec 2009,170,1-4 Unit Residential,Litchfield
Dec 2009,38,Condominium,Litchfield
Jan 2010,93,1-4 Unit Residential,Litchfield
Jan 2010,9,Condominium,Litchfield
Feb 2010,82,1-4 Unit Residential,Litchfield
Feb 2010,12,Condominium,Litchfield
Mar 2010,171,1-4 Unit Residential,Litchfield
Mar 2010,25,Condominium,Litchfield
Apr 2010,139,1-4 Unit Residential,Litchfield
Apr 2010,24,Condominium,Litchfield
May 2010,175,1-4 Unit Residential,Litchfield
May 2010,21,Condominium,Litchfield
Jun 2010,238,1-4 Unit Residential,Litchfield
Jun 2010,39,Condominium,Litchfield
Jul 2010,135,1-4 Unit Residential,Litchfield
Jul 2010,25,Condominium,Litchfield
Aug 2010,149,1-4 Unit Residential,Litchfield
Aug 2010,14,Condominium,Litchfield
Sep 2010,141,1-4 Unit Residential,Litchfield
Sep 2010,17,Condominium,Litchfield
Oct 2010,141,1-4 Unit Residential,Litchfield
Oct 2010,20,Condominium,Litchfield
Nov 2010,129,1-4 Unit Residential,Litchfield
Nov 2010,19,Condominium,Litchfield
Dec 2010,147,1-4 Unit Residential,Litchfield
Dec 2010,20,Condominium,Litchfield
Jan 2011,88,1-4 Unit Residential,Litchfield
Jan 2011,9,Condominium,Litchfield
Feb 2011,82,1-4 Unit Residential,Litchfield
Feb 2011,10,Condominium,Litchfield
Mar 2011,105,1-4 Unit Residential,Litchfield
Mar 2011,15,Condominium,Litchfield
Apr 2011,109,1-4 Unit Residential,Litchfield
Apr 2011,22,Condominium,Litchfield
May 2011,117,1-4 Unit Residential,Litchfield
May 2011,25,Condominium,Litchfield
Jun 2011,162,1-4 Unit Residential,Litchfield
Jun 2011,29,Condominium,Litchfield
Jul 2011,112,1-4 Unit Residential,Litchfield
Jul 2011,22,Condominium,Litchfield
Aug 2011,150,1-4 Unit Residential,Litchfield
Aug 2011,18,Condominium,Litchfield
Sep 2011,124,1-4 Unit Residential,Litchfield
Sep 2011,18,Condominium,Litchfield
Oct 2011,131,1-4 Unit Residential,Litchfield
Oct 2011,20,Condominium,Litchfield
Nov 2011,96,1-4 Unit Residential,Litchfield
Nov 2011,11,Condominium,Litchfield
Dec 2011,130,1-4 Unit Residential,Litchfield
Dec 2011,24,Condominium,Litchfield
Jan 2012,103,1-4 Unit Residential,Litchfield
Jan 2012,11,Condominium,Litchfield
Feb 2012,75,1-4 Unit Residential,Litchfield
Feb 2012,13,Condominium,Litchfield
Mar 2012,133,1-4 Unit Residential,Litchfield
Mar 2012,22,Condominium,Litchfield
Apr 2012,109,1-4 Unit Residential,Litchfield
Apr 2012,17,Condominium,Litchfield
May 2012,154,1-4 Unit Residential,Litchfield
May 2012,11,Condominium,Litchfield
Jun 2012,149,1-4 Unit Residential,Litchfield
Jun 2012,21,Condominium,Litchfield
Jul 2012,188,1-4 Unit Residential,Litchfield
Jul 2012,21,Condominium,Litchfield
Aug 2012,187,1-4 Unit Residential,Litchfield
Aug 2012,25,Condominium,Litchfield
Sep 2012,135,1-4 Unit Residential,Litchfield
Sep 2012,26,Condominium,Litchfield
Oct 2012,169,1-4 Unit Residential,Litchfield
Oct 2012,23,Condominium,Litchfield
Nov 2012,166,1-4 Unit Residential,Litchfield
Nov 2012,12,Condominium,Litchfield
Dec 2012,27,Condominium,Litchfield
Dec 2012,147,1-4 Unit Residential,Litchfield
Jan 2013,133,1-4 Unit Residential,Litchfield
Jan 2013,20,Condominium,Litchfield
Feb 2013,101,1-4 Unit Residential,Litchfield
Feb 2013,17,Condominium,Litchfield
Mar 2013,118,1-4 Unit Residential,Litchfield
Mar 2013,20,Condominium,Litchfield
Apr 2013,151,1-4 Unit Residential,Litchfield
Apr 2013,27,Condominium,Litchfield
May 2013,179,1-4 Unit Residential,Litchfield
May 2013,22,Condominium,Litchfield
Jun 2013,174,1-4 Unit Residential,Litchfield
Jun 2013,28,Condominium,Litchfield
Jul 2013,237,1-4 Unit Residential,Litchfield
Jul 2013,31,Condominium,Litchfield
Aug 2013,30,Condominium,Litchfield
Aug 2013,210,1-4 Unit Residential,Litchfield
Sep 2013,189,1-4 Unit Residential,Litchfield
Sep 2013,27,Condominium,Litchfield
Oct 2013,183,1-4 Unit Residential,Litchfield
Oct 2013,31,Condominium,Litchfield
Nov 2013,185,1-4 Unit Residential,Litchfield
Nov 2013,28,Condominium,Litchfield
Dec 2013,169,1-4 Unit Residential,Litchfield
Dec 2013,27,Condominium,Litchfield
Jan 2014,134,1-4 Unit Residential,Litchfield
Jan 2014,22,Condominium,Litchfield
Feb 2014,88,1-4 Unit Residential,Litchfield
Feb 2014,10,Condominium,Litchfield
Mar 2014,137,1-4 Unit Residential,Litchfield
Mar 2014,20,Condominium,Litchfield
Apr 2014,122,1-4 Unit Residential,Litchfield
Apr 2014,28,Condominium,Litchfield
May 2014,170,1-4 Unit Residential,Litchfield
May 2014,36,Condominium,Litchfield
Jun 2014,174,1-4 Unit Residential,Litchfield
Jun 2014,28,Condominium,Litchfield
Jul 2014,250,1-4 Unit Residential,Litchfield
Jul 2014,28,Condominium,Litchfield
Aug 2014,200,1-4 Unit Residential,Litchfield
Aug 2014,23,Condominium,Litchfield
Sep 2014,195,1-4 Unit Residential,Litchfield
Sep 2014,32,Condominium,Litchfield
Oct 2014,215,1-4 Unit Residential,Litchfield
Oct 2014,35,Condominium,Litchfield
Nov 2014,149,1-4 Unit Residential,Litchfield
Nov 2014,20,Condominium,Litchfield
Dec 2014,192,1-4 Unit Residential,Litchfield
Dec 2014,30,Condominium,Litchfield
Jan 2015,118,1-4 Unit Residential,Litchfield
Jan 2015,23,Condominium,Litchfield
Feb 2015,114,1-4 Unit Residential,Litchfield
Feb 2015,22,Condominium,Litchfield
Mar 2015,162,1-4 Unit Residential,Litchfield
Mar 2015,25,Condominium,Litchfield
Apr 2015,161,1-4 Unit Residential,Litchfield
Apr 2015,24,Condominium,Litchfield
May 2015,194,1-4 Unit Residential,Litchfield
May 2015,20,Condominium,Litchfield
Jun 2015,206,1-4 Unit Residential,Litchfield
Jun 2015,30,Condominium,Litchfield
Jul 2015,237,1-4 Unit Residential,Litchfield
Jul 2015,45,Condominium,Litchfield
Aug 2015,241,1-4 Unit Residential,Litchfield
Aug 2015,35,Condominium,Litchfield
Sep 2015,243,1-4 Unit Residential,Litchfield
Sep 2015,29,Condominium,Litchfield
Oct 2015,229,1-4 Unit Residential,Litchfield
Oct 2015,37,Condominium,Litchfield
Nov 2015,200,1-4 Unit Residential,Litchfield
Nov 2015,29,Condominium,Litchfield
Dec 2015,215,1-4 Unit Residential,Litchfield
Dec 2015,33,Condominium,Litchfield
Jan 2016,123,1-4 Unit Residential,Litchfield
Jan 2016,23,Condominium,Litchfield
Feb 2016,151,1-4 Unit Residential,Litchfield
Feb 2016,17,Condominium,Litchfield
Mar 2016,168,1-4 Unit Residential,Litchfield
Mar 2016,26,Condominium,Litchfield
Apr 2016,170,1-4 Unit Residential,Litchfield
Apr 2016,24,Condominium,Litchfield
May 2016,217,1-4 Unit Residential,Litchfield
May 2016,28,Condominium,Litchfield
Jun 2016,261,1-4 Unit Residential,Litchfield
Jun 2016,30,Condominium,Litchfield
Jul 2016,245,1-4 Unit Residential,Litchfield
Jul 2016,33,Condominium,Litchfield
Aug 2016,273,1-4 Unit Residential,Litchfield
Aug 2016,32,Condominium,Litchfield
Sep 2016,223,1-4 Unit Residential,Litchfield
Sep 2016,30,Condominium,Litchfield
Oct 2016,195,1-4 Unit Residential,Litchfield
Oct 2016,37,Condominium,Litchfield
Nov 2016,202,1-4 Unit Residential,Litchfield
Nov 2016,34,Condominium,Litchfield
Dec 2016,39,Condominium,Litchfield
Dec 2016,238,1-4 Unit Residential,Litchfield
Jan 2017,197,1-4 Unit Residential,Litchfield
Jan 2017,21,Condominium,Litchfield
Feb 2017,136,1-4 Unit Residential,Litchfield
Feb 2017,14,Condominium,Litchfield
Mar 2017,182,1-4 Unit Residential,Litchfield
Mar 2017,29,Condominium,Litchfield
Apr 2017,187,1-4 Unit Residential,Litchfield
Apr 2017,15,Condominium,Litchfield
May 2017,285,1-4 Unit Residential,Litchfield
May 2017,47,Condominium,Litchfield
Jun 2017,260,1-4 Unit Residential,Litchfield
Jun 2017,46,Condominium,Litchfield
Jul 2017,225,1-4 Unit Residential,Litchfield
Jul 2017,40,Condominium,Litchfield
Aug 2017,309,1-4 Unit Residential,Litchfield
Aug 2017,36,Condominium,Litchfield
Sep 2017,27,Condominium,Litchfield
Sep 2017,214,1-4 Unit Residential,Litchfield
Oct 2017,200,1-4 Unit Residential,Litchfield
Oct 2017,31,Condominium,Litchfield
Nov 2017,192,1-4 Unit Residential,Litchfield
Nov 2017,30,Condominium,Litchfield
Dec 2017,177,1-4 Unit Residential,Litchfield
Dec 2017,26,Condominium,Litchfield
Jan 2018,171,1-4 Unit Residential,Litchfield
Jan 2018,25,Condominium,Litchfield
Feb 2018,152,1-4 Unit Residential,Litchfield
Feb 2018,26,Condominium,Litchfield
Mar 2018,167,1-4 Unit Residential,Litchfield
Mar 2018,31,Condominium,Litchfield
Apr 2018,204,1-4 Unit Residential,Litchfield
Apr 2018,27,Condominium,Litchfield
May 2018,236,1-4 Unit Residential,Litchfield
May 2018,40,Condominium,Litchfield
Jun 2018,267,1-4 Unit Residential,Litchfield
Jun 2018,43,Condominium,Litchfield
Jul 2018,295,1-4 Unit Residential,Litchfield
Jul 2018,33,Condominium,Litchfield
Aug 2018,292,1-4 Unit Residential,Litchfield
Aug 2018,38,Condominium,Litchfield
Sep 2018,217,1-4 Unit Residential,Litchfield
Sep 2018,26,Condominium,Litchfield
Oct 2018,252,1-4 Unit Residential,Litchfield
Oct 2018,42,Condominium,Litchfield
Nov 2018,195,1-4 Unit Residential,Litchfield
Nov 2018,37,Condominium,Litchfield
Dec 2018,211,1-4 Unit Residential,Litchfield
Dec 2018,43,Condominium,Litchfield
Jan 2019,109,1-4 Unit Residential,Litchfield
Jan 2019,23,Condominium,Litchfield
Feb 2019,124,1-4 Unit Residential,Litchfield
Feb 2019,27,Condominium,Litchfield
Mar 2019,28,Condominium,Litchfield
Mar 2019,156,1-4 Unit Residential,Litchfield
Apr 2019,34,Condominium,Litchfield
Apr 2019,241,1-4 Unit Residential,Litchfield
May 2019,238,1-4 Unit Residential,Litchfield
May 2019,30,Condominium,Litchfield
Jun 2019,234,1-4 Unit Residential,Litchfield
Jun 2019,37,Condominium,Litchfield
Jul 2019,273,1-4 Unit Residential,Litchfield
Jul 2019,44,Condominium,Litchfield
Aug 2019,270,1-4 Unit Residential,Litchfield
Aug 2019,45,Condominium,Litchfield
Sep 2019,238,1-4 Unit Residential,Litchfield
Sep 2019,47,Condominium,Litchfield
Oct 2019,218,1-4 Unit Residential,Litchfield
Oct 2019,36,Condominium,Litchfield
Nov 2019,225,1-4 Unit Residential,Litchfield
Nov 2019,32,Condominium,Litchfield
Dec 2019,218,1-4 Unit Residential,Litchfield
Dec 2019,38,Condominium,Litchfield
Jan 2020,177,1-4 Unit Residential,Litchfield
Jan 2020,11,Condominium,Litchfield
Feb 2020,148,1-4 Unit Residential,Litchfield
Feb 2020,25,Condominium,Litchfield
Mar 2020,167,1-4 Unit Residential,Litchfield
Mar 2020,22,Condominium,Litchfield
Apr 2020,135,1-4 Unit Residential,Litchfield
Apr 2020,22,Condominium,Litchfield
May 2020,178,1-4 Unit Residential,Litchfield
May 2020,17,Condominium,Litchfield
Jun 2020,233,1-4 Unit Residential,Litchfield
Jun 2020,31,Condominium,Litchfield
Jul 2020,314,1-4 Unit Residential,Litchfield
Jul 2020,46,Condominium,Litchfield
Aug 2020,337,1-4 Unit Residential,Litchfield
Aug 2020,34,Condominium,Litchfield
Sep 2020,271,1-4 Unit Residential,Litchfield
Sep 2020,46,Condominium,Litchfield
Oct 2020,370,1-4 Unit Residential,Litchfield
Oct 2020,48,Condominium,Litchfield
Nov 2020,325,1-4 Unit Residential,Litchfield
Nov 2020,58,Condominium,Litchfield
Dec 2020,317,1-4 Unit Residential,Litchfield
Dec 2020,36,Condominium,Litchfield
Jan 2021,234,1-4 Unit Residential,Litchfield
Jan 2021,31,Condominium,Litchfield
Feb 2021,190,1-4 Unit Residential,Litchfield
Feb 2021,31,Condominium,Litchfield
Mar 2021,255,1-4 Unit Residential,Litchfield
Mar 2021,56,Condominium,Litchfield
Apr 2021,238,1-4 Unit Residential,Litchfield
Apr 2021,44,Condominium,Litchfield
May 2021,271,1-4 Unit Residential,Litchfield
May 2021,54,Condominium,Litchfield
Jun 2021,319,1-4 Unit Residential,Litchfield
Jun 2021,48,Condominium,Litchfield
Jul 2021,339,1-4 Unit Residential,Litchfield
Jul 2021,48,Condominium,Litchfield
Aug 2021,288,1-4 Unit Residential,Litchfield
Aug 2021,55,Condominium,Litchfield
Sep 2021,272,1-4 Unit Residential,Litchfield
Sep 2021,64,Condominium,Litchfield
Oct 2021,263,1-4 Unit Residential,Litchfield
Oct 2021,62,Condominium,Litchfield
Nov 2021,249,1-4 Unit Residential,Litchfield
Nov 2021,50,Condominium,Litchfield
Dec 2021,276,1-4 Unit Residential,Litchfield
Dec 2021,46,Condominium,Litchfield
Jan 2022,201,1-4 Unit Residential,Litchfield
Jan 2022,35,Condominium,Litchfield
Feb 2022,149,1-4 Unit Residential,Litchfield
Feb 2022,38,Condominium,Litchfield
Mar 2022,242,1-4 Unit Residential,Litchfield
Mar 2022,43,Condominium,Litchfield
Apr 2022,202,1-4 Unit Residential,Litchfield
Apr 2022,48,Condominium,Litchfield
May 2022,222,1-4 Unit Residential,Litchfield
May 2022,56,Condominium,Litchfield
Jun 2022,285,1-4 Unit Residential,Litchfield
Jun 2022,51,Condominium,Litchfield
Jan 2001,95,1-4 Unit Residential,Middlesex
Jan 2001,33,Condominium,Middlesex
Jan 2001,1,New Construction,Middlesex
Feb 2001,86,1-4 Unit Residential,Middlesex
Feb 2001,43,Condominium,Middlesex
Mar 2001,50,Condominium,Middlesex
Mar 2001,128,1-4 Unit Residential,Middlesex
Mar 2001,2,New Construction,Middlesex
Apr 2001,197,1-4 Unit Residential,Middlesex
Apr 2001,60,Condominium,Middlesex
May 2001,202,1-4 Unit Residential,Middlesex
May 2001,78,Condominium,Middlesex
Jun 2001,78,Condominium,Middlesex
Jun 2001,231,1-4 Unit Residential,Middlesex
Jul 2001,222,1-4 Unit Residential,Middlesex
Jul 2001,77,Condominium,Middlesex
Aug 2001,240,1-4 Unit Residential,Middlesex
Aug 2001,82,Condominium,Middlesex
Sep 2001,163,1-4 Unit Residential,Middlesex
Sep 2001,62,Condominium,Middlesex
Sep 2001,2,New Construction,Middlesex
Oct 2001,180,1-4 Unit Residential,Middlesex
Oct 2001,68,Condominium,Middlesex
Nov 2001,160,1-4 Unit Residential,Middlesex
Nov 2001,52,Condominium,Middlesex
Nov 2001,1,New Construction,Middlesex
Dec 2001,65,Condominium,Middlesex
Dec 2001,169,1-4 Unit Residential,Middlesex
Jan 2002,41,Condominium,Middlesex
Jan 2002,119,1-4 Unit Residential,Middlesex
Feb 2002,108,1-4 Unit Residential,Middlesex
Feb 2002,44,Condominium,Middlesex
Mar 2002,168,1-4 Unit Residential,Middlesex
Mar 2002,34,Condominium,Middlesex
Apr 2002,71,Condominium,Middlesex
Apr 2002,174,1-4 Unit Residential,Middlesex
May 2002,196,1-4 Unit Residential,Middlesex
May 2002,82,Condominium,Middlesex
Jun 2002,70,Condominium,Middlesex
Jun 2002,227,1-4 Unit Residential,Middlesex
Jul 2002,223,1-4 Unit Residential,Middlesex
Jul 2002,73,Condominium,Middlesex
Aug 2002,69,Condominium,Middlesex
Aug 2002,221,1-4 Unit Residential,Middlesex
Sep 2002,58,Condominium,Middlesex
Sep 2002,195,1-4 Unit Residential,Middlesex
Oct 2002,63,Condominium,Middlesex
Oct 2002,204,1-4 Unit Residential,Middlesex
Nov 2002,151,1-4 Unit Residential,Middlesex
Nov 2002,64,Condominium,Middlesex
Dec 2002,194,1-4 Unit Residential,Middlesex
Dec 2002,61,Condominium,Middlesex
Jan 2003,42,Condominium,Middlesex
Jan 2003,112,1-4 Unit Residential,Middlesex
Feb 2003,90,1-4 Unit Residential,Middlesex
Feb 2003,39,Condominium,Middlesex
Mar 2003,151,1-4 Unit Residential,Middlesex
Mar 2003,46,Condominium,Middlesex
Apr 2003,52,Condominium,Middlesex
Apr 2003,141,1-4 Unit Residential,Middlesex
May 2003,158,1-4 Unit Residential,Middlesex
May 2003,75,Condominium,Middlesex
Jun 2003,205,1-4 Unit Residential,Middlesex
Jun 2003,57,Condominium,Middlesex
Jul 2003,83,Condominium,Middlesex
Jul 2003,257,1-4 Unit Residential,Middlesex
Aug 2003,67,Condominium,Middlesex
Aug 2003,228,1-4 Unit Residential,Middlesex
Sep 2003,227,1-4 Unit Residential,Middlesex
Sep 2003,84,Condominium,Middlesex
Oct 2003,230,1-4 Unit Residential,Middlesex
Oct 2003,79,Condominium,Middlesex
Nov 2003,183,1-4 Unit Residential,Middlesex
Nov 2003,50,Condominium,Middlesex
Dec 2003,196,1-4 Unit Residential,Middlesex
Dec 2003,62,Condominium,Middlesex
Jan 2004,135,1-4 Unit Residential,Middlesex
Jan 2004,43,Condominium,Middlesex
Feb 2004,114,1-4 Unit Residential,Middlesex
Feb 2004,46,Condominium,Middlesex
Mar 2004,188,1-4 Unit Residential,Middlesex
Mar 2004,46,Condominium,Middlesex
Apr 2004,56,Condominium,Middlesex
Apr 2004,174,1-4 Unit Residential,Middlesex
May 2004,219,1-4 Unit Residential,Middlesex
May 2004,66,Condominium,Middlesex
Jun 2004,291,1-4 Unit Residential,Middlesex
Jun 2004,82,Condominium,Middlesex
Jul 2004,233,1-4 Unit Residential,Middlesex
Jul 2004,62,Condominium,Middlesex
Aug 2004,277,1-4 Unit Residential,Middlesex
Aug 2004,72,Condominium,Middlesex
Sep 2004,73,Condominium,Middlesex
Sep 2004,203,1-4 Unit Residential,Middlesex
Oct 2004,172,1-4 Unit Residential,Middlesex
Oct 2004,66,Condominium,Middlesex
Nov 2004,193,1-4 Unit Residential,Middlesex
Nov 2004,67,Condominium,Middlesex
Dec 2004,174,1-4 Unit Residential,Middlesex
Dec 2004,62,Condominium,Middlesex
Jan 2005,170,1-4 Unit Residential,Middlesex
Jan 2005,56,Condominium,Middlesex
Feb 2005,106,1-4 Unit Residential,Middlesex
Feb 2005,51,Condominium,Middlesex
Mar 2005,160,1-4 Unit Residential,Middlesex
Mar 2005,63,Condominium,Middlesex
Apr 2005,196,1-4 Unit Residential,Middlesex
Apr 2005,71,Condominium,Middlesex
May 2005,71,Condominium,Middlesex
May 2005,219,1-4 Unit Residential,Middlesex
Jun 2005,72,Condominium,Middlesex
Jun 2005,286,1-4 Unit Residential,Middlesex
Jul 2005,68,Condominium,Middlesex
Jul 2005,206,1-4 Unit Residential,Middlesex
Aug 2005,275,1-4 Unit Residential,Middlesex
Aug 2005,68,Condominium,Middlesex
Sep 2005,237,1-4 Unit Residential,Middlesex
Sep 2005,71,Condominium,Middlesex
Oct 2005,188,1-4 Unit Residential,Middlesex
Oct 2005,61,Condominium,Middlesex
Nov 2005,176,1-4 Unit Residential,Middlesex
Nov 2005,42,Condominium,Middlesex
Dec 2005,145,1-4 Unit Residential,Middlesex
Dec 2005,50,Condominium,Middlesex
Jan 2006,123,1-4 Unit Residential,Middlesex
Jan 2006,45,Condominium,Middlesex
Feb 2006,119,1-4 Unit Residential,Middlesex
Feb 2006,35,Condominium,Middlesex
Mar 2006,168,1-4 Unit Residential,Middlesex
Mar 2006,61,Condominium,Middlesex
Apr 2006,57,Condominium,Middlesex
Apr 2006,172,1-4 Unit Residential,Middlesex
May 2006,213,1-4 Unit Residential,Middlesex
May 2006,79,Condominium,Middlesex
Jun 2006,68,Condominium,Middlesex
Jun 2006,214,1-4 Unit Residential,Middlesex
Jul 2006,214,1-4 Unit Residential,Middlesex
Jul 2006,81,Condominium,Middlesex
Aug 2006,221,1-4 Unit Residential,Middlesex
Aug 2006,87,Condominium,Middlesex
Sep 2006,169,1-4 Unit Residential,Middlesex
Sep 2006,71,Condominium,Middlesex
Oct 2006,206,1-4 Unit Residential,Middlesex
Oct 2006,74,Condominium,Middlesex
Nov 2006,148,1-4 Unit Residential,Middlesex
Nov 2006,48,Condominium,Middlesex
Dec 2006,155,1-4 Unit Residential,Middlesex
Dec 2006,47,Condominium,Middlesex
Jan 2007,151,1-4 Unit Residential,Middlesex
Jan 2007,51,Condominium,Middlesex
Feb 2007,114,1-4 Unit Residential,Middlesex
Feb 2007,29,Condominium,Middlesex
Mar 2007,159,1-4 Unit Residential,Middlesex
Mar 2007,58,Condominium,Middlesex
Apr 2007,45,Condominium,Middlesex
Apr 2007,174,1-4 Unit Residential,Middlesex
May 2007,186,1-4 Unit Residential,Middlesex
May 2007,72,Condominium,Middlesex
Jun 2007,72,Condominium,Middlesex
Jun 2007,204,1-4 Unit Residential,Middlesex
Jul 2007,227,1-4 Unit Residential,Middlesex
Jul 2007,77,Condominium,Middlesex
Aug 2007,245,1-4 Unit Residential,Middlesex
Aug 2007,76,Condominium,Middlesex
Sep 2007,162,1-4 Unit Residential,Middlesex
Sep 2007,52,Condominium,Middlesex
Oct 2007,209,1-4 Unit Residential,Middlesex
Oct 2007,54,Condominium,Middlesex
Nov 2007,125,1-4 Unit Residential,Middlesex
Nov 2007,42,Condominium,Middlesex
Dec 2007,51,Condominium,Middlesex
Dec 2007,137,1-4 Unit Residential,Middlesex
Jan 2008,34,Condominium,Middlesex
Jan 2008,91,1-4 Unit Residential,Middlesex
Feb 2008,89,1-4 Unit Residential,Middlesex
Feb 2008,51,Condominium,Middlesex
Mar 2008,134,1-4 Unit Residential,Middlesex
Mar 2008,45,Condominium,Middlesex
Apr 2008,122,1-4 Unit Residential,Middlesex
Apr 2008,41,Condominium,Middlesex
May 2008,125,1-4 Unit Residential,Middlesex
May 2008,62,Condominium,Middlesex
Jun 2008,164,1-4 Unit Residential,Middlesex
Jun 2008,42,Condominium,Middlesex
Jul 2008,154,1-4 Unit Residential,Middlesex
Jul 2008,37,Condominium,Middlesex
Aug 2008,140,1-4 Unit Residential,Middlesex
Aug 2008,43,Condominium,Middlesex
